LinkID	busid	Aid	Bid
3217	114	671	670
3218	114	670	669
3219	114	669	668
3220	114	668	667
3221	114	667	666
3222	114	666	665
3223	114	665	664
3224	114	664	663
3225	114	663	662
3226	114	662	661
3227	114	661	660
3228	114	660	659
3229	114	659	658
3230	114	658	657
3231	114	657	656
3232	114	656	655
3233	114	655	654
3234	114	654	653
3235	114	653	652
3236	114	652	651
3237	114	651	650
3238	114	650	649
3239	114	649	648
3240	114	648	647
3241	114	647	646
3242	114	646	645
3243	114	645	644
3244	114	644	643
3245	114	643	642
3246	114	642	641
3247	115	681	682
3248	115	682	683
3249	115	683	684
3250	115	684	685
3251	115	685	686
3252	115	686	687
3253	115	687	688
3254	115	688	689
3255	115	689	690
3256	115	690	691
3257	115	691	692
3258	115	692	693
3259	115	693	694
3260	115	694	695
3261	115	695	696
3262	115	696	697
3263	115	697	698
3264	115	698	699
3265	115	699	700
3266	115	700	701
3267	115	701	702
3268	115	702	703
3269	115	703	704
3270	115	704	705
3271	115	705	706
3272	115	706	707
3273	115	707	708
3274	115	708	709
3275	115	709	710
3276	115	710	711
3277	115	711	712
3278	115	712	713
3279	115	713	714
3280	115	714	715
3281	115	715	716
3282	115	716	717
3283	115	717	718
3284	115	718	719
3285	115	719	720
3286	116	720	719
3287	116	719	718
3288	116	718	717
3289	116	717	716
3290	116	716	715
3291	116	715	714
3292	116	714	713
3293	116	713	712
3294	116	712	711
3295	116	711	710
3296	116	710	709
3297	116	709	708
3298	116	708	707
3299	116	707	706
3300	116	706	705
3301	116	705	704
3302	116	704	703
3303	116	703	702
3304	116	702	701
3305	116	701	700
3306	116	700	699
3307	116	699	698
3308	116	698	697
3309	116	697	696
3310	116	696	695
3311	116	695	694
3312	116	694	693
3313	116	693	692
3314	116	692	691
3315	116	691	690
3316	116	690	689
3317	116	689	688
3318	116	688	687
3319	116	687	686
3320	116	686	685
3321	116	685	684
3322	116	684	683
3323	116	683	682
3324	116	682	681
3325	117	721	722
3326	117	722	723
3327	117	723	724
3328	117	724	725
3329	117	725	726
3330	117	726	727
3331	117	727	728
3332	117	728	729
3333	117	729	730
3334	117	730	731
3335	117	731	732
3336	117	732	733
3337	117	733	734
3338	117	734	735
3339	117	735	736
3340	117	736	737
3341	117	737	738
3342	117	738	739
3343	117	739	740
3344	117	740	741
3345	117	741	742
3346	117	742	743
3347	117	743	744
3348	117	744	745
3349	117	745	746
3350	117	746	747
3351	117	747	748
3352	117	748	749
3353	117	749	750
3354	117	750	751
3355	117	751	752
3356	117	752	753
3357	117	753	754
3358	117	754	755
3359	117	755	756
3360	117	756	757
3361	117	757	758
3362	117	758	759
3363	117	759	760
3364	118	760	759
3365	118	759	758
3366	118	758	757
3367	118	757	756
3368	118	756	755
3369	118	755	754
3370	118	754	753
3371	118	753	752
3372	118	752	751
3373	118	751	750
3374	118	750	749
3375	118	749	748
3376	118	748	747
3377	118	747	746
3378	118	746	745
3379	118	745	744
3380	118	744	743
3381	118	743	742
3382	118	742	741
3383	118	741	740
3384	118	740	739
3385	118	739	738
3386	118	738	737
3387	118	737	736
3388	118	736	735
3389	118	735	734
3390	118	734	733
3391	118	733	732
3392	118	732	731
3393	118	731	730
3394	118	730	729
3395	118	729	728
3396	118	728	727
3397	118	727	726
3398	118	726	725
3399	118	725	724
3400	118	724	723
3401	118	723	722
3402	118	722	721
3403	119	761	762
3404	119	762	763
3405	119	763	764
3406	119	764	765
3407	119	765	766
3408	119	766	767
3409	119	767	768
3410	119	768	769
3411	119	769	770
3412	119	770	771
3413	119	771	772
3414	119	772	773
3415	119	773	774
3416	119	774	775
3417	119	775	776
3418	119	776	777
3419	119	777	778
3420	119	778	779
3421	119	779	780
3422	119	780	781
3423	119	781	782
3424	119	782	783
3425	119	783	784
3426	119	784	785
3427	119	785	786
3428	119	786	787
3429	119	787	788
3430	119	788	789
3431	119	789	790
3432	119	790	791
3433	119	791	792
3434	119	792	793
3435	119	793	794
3436	119	794	795
3437	119	795	796
3438	119	796	797
3439	119	797	798
3440	119	798	799
3441	119	799	800
3442	120	800	799
3443	120	799	798
3444	120	798	797
3445	120	797	796
3446	120	796	795
3447	120	795	794
3448	120	794	793
3449	120	793	792
3450	120	792	791
3451	120	791	790
3452	120	790	789
3453	120	789	788
3454	120	788	787
3455	120	787	786
3456	120	786	785
3457	120	785	784
3458	120	784	783
3459	120	783	782
3460	120	782	781
3461	120	781	780
3462	120	780	779
3463	120	779	778
3464	120	778	777
3465	120	777	776
3466	120	776	775
3467	120	775	774
3468	120	774	773
3469	120	773	772
3470	120	772	771
3471	120	771	770
3472	120	770	769
3473	120	769	768
3474	120	768	767
3475	120	767	766
3476	120	766	765
3477	120	765	764
3478	120	764	763
3479	120	763	762
3480	120	762	761
3481	121	801	802
3482	121	802	803
3483	121	803	804
3484	121	804	805
3485	121	805	806
3486	121	806	807
3487	121	807	808
3488	121	808	809
3489	121	809	810
3490	121	810	811
3491	121	811	812
3492	121	812	813
3493	121	813	814
3494	121	814	815
3495	121	815	816
3496	121	816	817
3497	121	817	818
3498	121	818	819
3499	121	819	820
3500	121	820	821
3501	121	821	822
3502	121	822	823
3503	121	823	824
3504	121	824	825
3505	121	825	826
3506	121	826	827
3507	121	827	828
3508	121	828	829
3509	121	829	830
3510	121	830	831
3511	121	831	832
3512	121	832	833
3513	121	833	834
3514	121	834	835
3515	121	835	836
3516	121	836	837
3517	121	837	838
3518	121	838	839
3519	121	839	840
3520	122	840	839
3521	122	839	838
3522	122	838	837
3523	122	837	836
3524	122	836	835
3525	122	835	834
3526	122	834	833
3527	122	833	832
3528	122	832	831
3529	122	831	830
3530	122	830	829
3531	122	829	828
3532	122	828	827
3533	122	827	826
3534	122	826	825
3535	122	825	824
3536	122	824	823
3537	122	823	822
3538	122	822	821
3539	122	821	820
3540	122	820	819
3541	122	819	818
3542	122	818	817
3543	122	817	816
3544	122	816	815
3545	122	815	814
3546	122	814	813
3547	122	813	812
3548	122	812	811
3549	122	811	810
3550	122	810	809
3551	122	809	808
3552	122	808	807
3553	122	807	806
3554	122	806	805
3555	122	805	804
3556	122	804	803
3557	122	803	802
3558	122	802	801
3559	123	841	842
3560	123	842	843
3561	123	843	844
3562	123	844	845
3563	123	845	846
3564	123	846	847
3565	123	847	848
3566	123	848	849
3567	123	849	850
3568	123	850	851
3569	123	851	852
3570	123	852	853
3571	123	853	854
3572	123	854	855
3573	123	855	856
3574	123	856	857
3575	123	857	858
3576	123	858	859
3577	123	859	860
3578	123	860	861
3579	123	861	862
3580	123	862	863
3581	123	863	864
3582	123	864	865
3583	123	865	866
3584	123	866	867
3585	123	867	868
3586	123	868	869
3587	123	869	870
3588	123	870	871
3589	123	871	872
3590	123	872	873
3591	123	873	874
3592	123	874	875
3593	123	875	876
3594	123	876	877
3595	123	877	878
3596	123	878	879
3597	123	879	880
3598	124	880	879
3599	124	879	878
3600	124	878	877
3601	124	877	876
3602	124	876	875
3603	124	875	874
3604	124	874	873
3605	124	873	872
3606	124	872	871
3607	124	871	870
3608	124	870	869
3609	124	869	868
3610	124	868	867
3611	124	867	866
3612	124	866	865
3613	124	865	864
3614	124	864	863
3615	124	863	862
3616	124	862	861
3617	124	861	860
3618	124	860	859
3619	124	859	858
3620	124	858	857
3621	124	857	856
3622	124	856	855
3623	124	855	854
3624	124	854	853
3625	124	853	852
3626	124	852	851
3627	124	851	850
3628	124	850	849
3629	124	849	848
3630	124	848	847
3631	124	847	846
3632	124	846	845
3633	124	845	844
3634	124	844	843
3635	124	843	842
3636	124	842	841
3637	125	881	882
3638	125	882	883
3639	125	883	884
3640	125	884	885
3641	125	885	886
3642	125	886	887
3643	125	887	888
3644	125	888	889
3645	125	889	890
3646	125	890	891
3647	125	891	892
3648	125	892	893
3649	125	893	894
3650	125	894	895
3651	125	895	896
3652	125	896	897
3653	125	897	898
3654	125	898	899
3655	125	899	900
3656	125	900	901
3657	125	901	902
3658	125	902	903
3659	125	903	904
3660	125	904	905
3661	125	905	906
3662	125	906	907
3663	125	907	908
3664	125	908	909
3665	125	909	910
3666	125	910	911
3667	125	911	912
3668	125	912	913
3669	125	913	914
3670	125	914	915
3671	125	915	916
3672	125	916	917
3673	125	917	918
3674	125	918	919
3675	125	919	920
3676	126	920	919
3677	126	919	918
3678	126	918	917
3679	126	917	916
3680	126	916	915
3681	126	915	914
3682	126	914	913
3683	126	913	912
3684	126	912	911
3685	126	911	910
3686	126	910	909
3687	126	909	908
3688	126	908	907
3689	126	907	906
3690	126	906	905
3691	126	905	904
3692	126	904	903
3693	126	903	902
3694	126	902	901
3695	126	901	900
3696	126	900	899
3697	126	899	898
3698	126	898	897
3699	126	897	896
3700	126	896	895
3701	126	895	894
3702	126	894	893
3703	126	893	892
3704	126	892	891
3705	126	891	890
3706	126	890	889
3707	126	889	888
3708	126	888	887
3709	126	887	886
3710	126	886	885
3711	126	885	884
3712	126	884	883
3713	126	883	882
3714	126	882	881
3715	127	921	922
3716	127	922	923
3717	127	923	924
3718	127	924	925
3719	127	925	926
3720	127	926	927
3721	127	927	928
3722	127	928	929
3723	127	929	930
3724	127	930	931
3725	127	931	932
3726	127	932	933
3727	127	933	934
3728	127	934	935
3729	127	935	936
3730	127	936	937
3731	127	937	938
3732	127	938	939
3733	127	939	940
3734	127	940	941
3735	127	941	942
3736	127	942	943
3737	127	943	944
3738	127	944	945
3739	127	945	946
3740	127	946	947
3741	127	947	948
3742	127	948	949
3743	127	949	950
3744	127	950	951
3745	127	951	952
3746	127	952	953
3747	127	953	954
3748	127	954	955
3749	127	955	956
3750	127	956	957
3751	127	957	958
3752	127	958	959
3753	127	959	960
3754	128	960	959
3755	128	959	958
3756	128	958	957
3757	128	957	956
3758	128	956	955
3759	128	955	954
3760	128	954	953
3761	128	953	952
3762	128	952	951
3763	128	951	950
3764	128	950	949
3765	128	949	948
3766	128	948	947
3767	128	947	946
3768	128	946	945
3769	128	945	944
3770	128	944	943
3771	128	943	942
3772	128	942	941
3773	128	941	940
3774	128	940	939
3775	128	939	938
3776	128	938	937
3777	128	937	936
3778	128	936	935
3779	128	935	934
3780	128	934	933
3781	128	933	932
3782	128	932	931
3783	128	931	930
3784	128	930	929
3785	128	929	928
3786	128	928	927
3787	128	927	926
3788	128	926	925
3789	128	925	924
3790	128	924	923
3791	128	923	922
3792	128	922	921
3793	129	961	962
3794	129	962	963
3795	129	963	964
3796	129	964	965
3797	129	965	966
3798	129	966	967
3799	129	967	968
3800	129	968	969
3801	129	969	970
3802	129	970	971
3803	129	971	972
3804	129	972	973
3805	129	973	974
3806	129	974	975
3807	129	975	976
3808	129	976	977
3809	129	977	978
3810	129	978	979
3811	129	979	980
3812	129	980	981
3813	129	981	982
3814	129	982	983
3815	129	983	984
3816	129	984	985
3817	129	985	986
3818	129	986	987
3819	129	987	988
3820	129	988	989
3821	129	989	990
3822	129	990	991
3823	129	991	992
3824	129	992	993
3825	129	993	994
3826	129	994	995
3827	129	995	996
3828	129	996	997
3829	129	997	998
3830	129	998	999
3831	129	999	1000
3832	130	1000	999
3833	130	999	998
3834	130	998	997
3835	130	997	996
3836	130	996	995
3837	130	995	994
3838	130	994	993
3839	130	993	992
3840	130	992	991
3841	130	991	990
3842	130	990	989
3843	130	989	988
3844	130	988	987
3845	130	987	986
3846	130	986	985
3847	130	985	984
3848	130	984	983
3849	130	983	982
3850	130	982	981
3851	130	981	980
3852	130	980	979
3853	130	979	978
3854	130	978	977
3855	130	977	976
3856	130	976	975
3857	130	975	974
3858	130	974	973
3859	130	973	972
3860	130	972	971
3861	130	971	970
3862	130	970	969
3863	130	969	968
3864	130	968	967
3865	130	967	966
3866	130	966	965
3867	130	965	964
3868	130	964	963
3869	130	963	962
3870	130	962	961
